orderid,customer_id,purchasedate,productcategory,productprice,quantity,paymentmethod,totalprice
234596,KH45334,2/19/2020,Books,93,2,Credit Card,186
234597,KH48619,4/22/2021,Clothing,425,2,PayPal,850
234598,KH48619,3/15/2020,Home,92,4,PayPal,368
234599,KH48619,2/25/2020,Books,483,4,Credit Card,1932
234600,KH48619,6/19/2020,Electronics,149,1,Cash,149
234601,KH48619,1/3/2020,Electronics,125,3,PayPal,375
234602,KH48619,7/29/2022,Clothing,198,4,Cash,792
234603,KH28537,8/5/2023,Home,370,5,Crypto,1850
234604,KH28537,4/8/2022,Electronics,62,2,PayPal,124
234605,KH31461,4/22/2023,Home,306,2,PayPal,612
234606,KH8735,9/1/2022,Clothing,175,1,Credit Card,175
234607,KH8735,3/18/2021,Electronics,315,5,Crypto,1575
234608,KH8735,7/18/2020,Electronics,488,5,Credit Card,2440
234609,KH8735,3/23/2023,Books,245,2,PayPal,490
234610,KH8735,8/24/2020,Books,68,3,PayPal,204
234611,KH8735,1/26/2021,Clothing,334,3,Credit Card,1002
234612,KH8735,1/1/2020,Home,109,3,PayPal,327
234613,KH24132,3/30/2022,Clothing,353,5,Credit Card,1765
234614,KH24132,7/30/2023,Clothing,496,4,Credit Card,1984
234615,KH24132,8/4/2020,Electronics,406,1,PayPal,406
234616,KH24132,2/27/2020,Books,72,1,PayPal,72
234617,KH24132,9/20/2020,Home,190,5,Crypto,950
234618,KH11008,1/10/2020,Home,333,2,Crypto,666
234619,KH11008,1/15/2020,Books,48,2,Credit Card,96
234620,KH15799,10/23/2020,Books,145,2,Cash,290
234621,KH15799,9/5/2020,Clothing,464,2,Credit Card,928
234622,KH15799,12/2/2020,Clothing,123,5,PayPal,615
234623,KH15799,5/28/2020,Clothing,330,4,Credit Card,1320
234624,KH15799,8/14/2023,Clothing,157,2,Credit Card,314
234625,KH28701,8/20/2020,Books,173,3,PayPal,519
234626,KH28701,8/17/2022,Clothing,67,1,Credit Card,67
234627,KH28701,8/4/2023,Electronics,381,4,Cash,1524
234628,KH28701,1/14/2020,Home,91,1,Credit Card,91
234629,KH41025,6/4/2023,Home,376,3,Credit Card,1128
234630,KH41025,8/29/2021,Clothing,471,1,Credit Card,471
234631,KH41025,5/29/2022,Books,234,2,Cash,468
234632,KH32462,5/23/2020,Electronics,484,3,Credit Card,1452
234633,KH32462,10/19/2022,Books,18,5,Cash,90
234634,KH32462,12/21/2020,Books,496,5,Credit Card,2480
234635,KH32462,1/9/2022,Home,270,2,Credit Card,540
234636,KH32462,12/4/2020,Clothing,188,3,Credit Card,564
234637,KH32462,2/23/2023,Clothing,133,1,PayPal,133
234638,KH32462,1/11/2021,Books,182,5,PayPal,910
234639,KH32462,12/22/2022,Home,323,1,Cash,323
234640,KH2160,4/16/2020,Clothing,325,1,Cash,325
234641,KH2160,2/12/2022,Books,114,3,Credit Card,342
234642,KH2160,10/8/2021,Books,115,1,Credit Card,115
234643,KH2160,2/6/2020,Books,53,4,PayPal,212
234644,KH2160,7/3/2021,Home,466,5,Credit Card,2330
234645,KH47100,9/24/2022,Clothing,139,2,PayPal,278
234646,KH46646,5/24/2020,Electronics,440,3,Credit Card,1320
234647,KH46646,1/29/2023,Home,176,1,Crypto,176
234648,KH46646,5/1/2020,Clothing,88,3,Cash,264
234649,KH46646,6/9/2023,Books,461,4,PayPal,1844
234650,KH46646,4/18/2022,Books,39,3,Credit Card,117
234651,KH9302,2/16/2023,Books,53,2,Cash,106
234652,KH9302,3/7/2021,Books,251,4,Credit Card,1004
234653,KH9302,6/12/2021,Electronics,466,3,PayPal,1398
234654,KH9302,5/22/2020,Electronics,114,1,Credit Card,114
234655,KH9302,5/9/2021,Books,89,3,Crypto,267
234656,KH40514,8/5/2020,Books,32,5,Cash,160
234657,KH40514,3/25/2023,Electronics,366,2,Credit Card,732
234658,KH40514,5/6/2020,Clothing,34,4,Credit Card,136
234659,KH30804,8/3/2022,Clothing,78,2,Cash,156
234660,KH30804,11/13/2020,Electronics,155,5,PayPal,775
234661,KH30804,12/2/2021,Home,40,4,Cash,160
234662,KH30804,10/8/2022,Books,17,5,Cash,85
234663,KH30804,12/3/2022,Electronics,137,5,PayPal,685
234664,KH18431,7/4/2021,Clothing,229,4,PayPal,916
234665,KH18431,4/30/2020,Electronics,363,5,Crypto,1815
234666,KH18431,5/21/2022,Clothing,411,4,Credit Card,1644
234667,KH18431,1/17/2021,Clothing,171,2,Crypto,342
234668,KH24723,4/23/2020,Books,286,3,PayPal,858
234669,KH24723,6/13/2023,Home,147,1,Crypto,147
234670,KH24723,9/4/2021,Home,273,3,Credit Card,819
234671,KH24723,11/17/2022,Clothing,20,5,Credit Card,100
234672,KH24723,4/28/2023,Books,110,2,PayPal,220
234673,KH24723,5/1/2020,Home,57,4,PayPal,228
234674,KH10291,2/11/2021,Clothing,456,5,Cash,2280
234675,KH18828,1/10/2021,Clothing,214,2,PayPal,428
234676,KH18828,1/10/2023,Clothing,469,2,Credit Card,938
234677,KH18828,9/18/2020,Home,229,3,Credit Card,687
234678,KH18828,8/2/2020,Clothing,480,5,Cash,2400
234679,KH18828,3/19/2020,Clothing,308,1,Cash,308
234680,KH18828,9/19/2022,Electronics,439,5,Credit Card,2195
234681,KH18828,10/12/2022,Electronics,257,1,PayPal,257
234682,KH18828,1/19/2021,Books,388,1,Cash,388
234683,KH44209,4/15/2020,Clothing,131,3,Credit Card,393
234684,KH44209,4/13/2020,Books,221,3,Cash,663
234685,KH44209,4/1/2020,Books,313,1,Credit Card,313
234686,KH44209,2/18/2021,Electronics,415,4,Credit Card,1660
234687,KH44209,12/31/2020,Home,308,3,PayPal,924
234688,KH47473,11/1/2022,Electronics,120,2,Cash,240
234689,KH47473,1/27/2023,Clothing,270,1,Credit Card,270
234690,KH47473,9/6/2020,Home,244,1,Credit Card,244
234691,KH47473,1/3/2021,Clothing,303,5,PayPal,1515
234692,KH47473,11/8/2022,Clothing,321,1,Cash,321
234693,KH26370,5/14/2021,Books,43,5,Crypto,215
234694,KH26370,11/3/2022,Clothing,435,4,Crypto,1740
234695,KH26370,4/27/2021,Clothing,433,4,Cash,1732
234696,KH26370,12/11/2021,Electronics,185,3,Crypto,555
234697,KH26370,8/17/2020,Home,162,5,Credit Card,810
234698,KH26370,8/6/2023,Books,322,1,Crypto,322
234699,KH26370,7/29/2021,Home,57,1,Credit Card,57
234700,KH1540,8/23/2021,Books,285,1,Credit Card,285
234701,KH1540,9/7/2021,Electronics,415,3,Crypto,1245
234702,KH1540,2/20/2021,Clothing,421,2,PayPal,842
234703,KH1540,7/22/2020,Clothing,308,1,PayPal,308
234704,KH1540,3/13/2020,Clothing,404,2,PayPal,808
234705,KH1540,4/24/2021,Home,457,3,Credit Card,1371
234706,KH1540,3/14/2021,Clothing,418,4,Crypto,1672
234707,KH1540,6/21/2021,Electronics,137,4,Crypto,548
234708,KH28990,6/8/2021,Clothing,238,2,Cash,476
234709,KH28990,4/20/2020,Electronics,500,3,Credit Card,1500
234710,KH28990,10/9/2020,Books,338,2,Credit Card,676
234711,KH28990,6/29/2021,Home,209,4,PayPal,836
234712,KH28990,5/18/2021,Home,248,5,Credit Card,1240
234713,KH28990,7/2/2022,Books,480,5,Credit Card,2400
234714,KH10139,4/3/2023,Clothing,311,4,Credit Card,1244
234715,KH37204,6/4/2020,Books,322,3,Cash,966
234716,KH37204,1/30/2021,Home,226,2,Credit Card,452
234717,KH37204,9/18/2022,Electronics,449,5,Credit Card,2245
234718,KH37204,5/6/2020,Books,196,3,PayPal,588
234719,KH1241,10/8/2022,Clothing,338,2,Cash,676
234720,KH1241,3/24/2023,Books,384,5,PayPal,1920
234721,KH1241,9/11/2020,Electronics,350,3,Crypto,1050
234722,KH1241,9/17/2021,Home,99,3,Credit Card,297
234723,KH1241,1/30/2020,Home,298,1,PayPal,298
234724,KH1241,3/1/2021,Books,213,2,Credit Card,426
234725,KH15575,1/11/2022,Home,299,1,Credit Card,299
234726,KH15575,8/19/2021,Clothing,315,2,Cash,630
234727,KH15575,1/23/2020,Clothing,471,1,Credit Card,471
234728,KH15575,5/26/2020,Clothing,466,1,PayPal,466
234729,KH41230,5/30/2023,Books,165,2,Credit Card,330
234730,KH41230,2/19/2023,Home,68,5,Credit Card,340
234731,KH41230,1/30/2023,Books,308,1,PayPal,308
234732,KH41230,10/3/2021,Books,470,2,Credit Card,940
234733,KH28058,2/7/2023,Books,164,1,PayPal,164
234734,KH1953,12/14/2021,Books,444,1,Crypto,444
234735,KH1953,4/23/2020,Books,224,3,Cash,672
234736,KH1953,7/30/2021,Home,310,5,Crypto,1550
234737,KH1968,5/29/2021,Electronics,40,4,Crypto,160
234738,KH1968,8/14/2020,Clothing,107,2,Credit Card,214
234739,KH1968,5/22/2022,Books,277,1,Credit Card,277
234740,KH1968,7/11/2021,Home,79,2,PayPal,158
234741,KH1968,12/17/2020,Electronics,267,1,Cash,267
234742,KH20394,6/11/2020,Electronics,129,5,Credit Card,645
234743,KH20394,5/7/2020,Books,327,5,Cash,1635
234744,KH20394,8/31/2023,Books,205,1,Crypto,205
234745,KH21506,1/28/2021,Books,487,5,Credit Card,2435
234746,KH21506,2/2/2023,Books,414,1,Credit Card,414
234747,KH21506,6/3/2021,Home,450,1,PayPal,450
234748,KH21506,3/19/2020,Electronics,274,3,Credit Card,822
234749,KH21506,7/16/2020,Clothing,422,3,PayPal,1266
234750,KH21506,9/8/2020,Books,47,2,PayPal,94
234751,KH21506,9/13/2021,Books,426,5,PayPal,2130
234752,KH21506,11/17/2021,Home,42,2,Cash,84
234753,KH3381,10/24/2020,Electronics,298,1,PayPal,298
234754,KH3381,10/7/2020,Electronics,478,5,PayPal,2390
234755,KH3381,9/10/2023,Books,429,2,Credit Card,858
234756,KH3381,8/20/2023,Electronics,27,3,Credit Card,81
234757,KH9955,4/16/2022,Books,99,3,Credit Card,297
234758,KH9955,8/28/2023,Books,247,5,Credit Card,1235
234759,KH9955,7/21/2023,Books,14,1,Credit Card,14
234760,KH9955,4/18/2023,Clothing,263,4,Cash,1052
234761,KH14317,2/4/2023,Clothing,433,3,Credit Card,1299
234762,KH14317,9/15/2023,Clothing,150,3,Credit Card,450
234763,KH14317,5/26/2021,Books,74,5,Cash,370
234764,KH14317,12/25/2021,Clothing,83,3,Cash,249
234765,KH14317,2/20/2023,Home,190,5,PayPal,950
234766,KH14317,2/21/2022,Books,230,2,PayPal,460
234767,KH14317,12/24/2020,Home,98,5,PayPal,490
234768,KH14317,12/5/2020,Electronics,296,4,Credit Card,1184
234769,KH38229,12/1/2020,Clothing,381,4,Cash,1524
234770,KH38229,9/28/2022,Books,177,1,PayPal,177
234771,KH38229,6/6/2022,Home,79,5,Credit Card,395
234772,KH38229,7/16/2020,Books,61,2,Cash,122
234773,KH5902,8/31/2020,Clothing,217,2,Crypto,434
234774,KH5902,1/6/2020,Clothing,211,3,Cash,633
234775,KH5902,3/2/2020,Home,329,3,Credit Card,987
234776,KH5902,3/6/2021,Books,119,2,Credit Card,238
234777,KH17235,11/2/2022,Books,438,3,PayPal,1314
234778,KH17235,1/9/2020,Books,348,2,Credit Card,696
234779,KH17235,3/25/2021,Home,350,2,Credit Card,700
234780,KH17235,6/20/2021,Books,178,3,Crypto,534
234781,KH17235,6/25/2022,Clothing,153,3,Credit Card,459
234782,KH2715,9/9/2023,Electronics,84,2,PayPal,168
234783,KH2715,10/4/2022,Electronics,216,5,Credit Card,1080
234784,KH2715,3/24/2023,Electronics,17,5,Cash,85
234785,KH2715,3/2/2020,Electronics,225,2,Credit Card,450
234786,KH2715,5/30/2023,Books,445,4,Crypto,1780
234787,KH2715,7/6/2020,Home,40,3,PayPal,120
234788,KH2715,1/12/2022,Home,130,1,PayPal,130
234789,KH2715,3/25/2021,Home,271,4,Credit Card,1084
234790,KH2715,7/20/2022,Books,426,2,Credit Card,852
234791,KH1244,7/22/2020,Clothing,434,4,PayPal,1736
234792,KH1244,4/6/2022,Books,354,5,Credit Card,1770
234793,KH1244,9/21/2020,Clothing,174,4,Credit Card,696
234794,KH1244,9/24/2022,Electronics,173,3,Credit Card,519
234795,KH1244,8/9/2023,Clothing,407,2,Credit Card,814
234796,KH21518,8/5/2023,Clothing,171,4,Cash,684
234797,KH33299,1/30/2022,Clothing,143,4,Credit Card,572
234798,KH10504,4/28/2022,Home,47,4,Credit Card,188
234799,KH10504,6/15/2023,Electronics,101,4,PayPal,404
234800,KH10504,2/18/2022,Electronics,181,4,Credit Card,724
234801,KH10504,3/13/2020,Clothing,30,4,PayPal,120
234802,KH10504,6/25/2021,Clothing,210,3,Crypto,630
234803,KH31792,4/19/2020,Electronics,129,3,Credit Card,387
234804,KH31792,2/1/2021,Books,412,3,Cash,1236
234805,KH31792,12/15/2022,Books,479,5,Crypto,2395
234806,KH31792,4/14/2022,Clothing,185,2,Credit Card,370
234807,KH29505,8/18/2021,Home,155,1,Credit Card,155
234808,KH29505,3/4/2022,Electronics,340,5,Cash,1700
234809,KH29505,12/11/2020,Clothing,374,3,Cash,1122
234810,KH29505,6/3/2020,Books,482,2,Credit Card,964
234811,KH29505,2/12/2020,Books,480,3,Credit Card,1440
234812,KH29505,5/5/2022,Home,300,1,PayPal,300
234813,KH36745,10/18/2021,Home,89,4,PayPal,356
234814,KH36745,8/28/2021,Books,16,5,Crypto,80
234815,KH36745,3/10/2021,Electronics,164,3,Crypto,492
234816,KH12782,2/25/2020,Home,128,2,Credit Card,256
234817,KH12782,4/22/2022,Books,48,5,Cash,240
234818,KH12782,2/15/2023,Home,146,1,Credit Card,146
234819,KH40936,5/10/2022,Books,328,5,Credit Card,1640
234820,KH40936,7/20/2021,Clothing,41,3,PayPal,123
234821,KH40936,3/28/2023,Clothing,251,4,Credit Card,1004
234822,KH22699,3/7/2021,Home,395,1,PayPal,395
234823,KH22699,8/20/2020,Electronics,115,2,PayPal,230
234824,KH25859,4/26/2020,Clothing,464,1,PayPal,464
234825,KH25859,3/21/2021,Home,51,2,Credit Card,102
234826,KH25859,6/13/2023,Books,254,4,Cash,1016
234827,KH49898,11/21/2022,Electronics,19,5,Credit Card,95
234828,KH49898,6/22/2023,Clothing,455,5,Crypto,2275
234829,KH18078,12/15/2020,Electronics,327,5,Cash,1635
234830,KH18078,1/17/2020,Books,338,5,PayPal,1690
234831,KH9735,2/1/2021,Electronics,311,1,Credit Card,311
234832,KH19735,6/18/2023,Home,491,5,Credit Card,2455
234833,KH19735,2/12/2020,Books,287,3,Credit Card,861
234834,KH19735,12/11/2022,Home,280,1,Cash,280
234835,KH19735,1/1/2023,Books,156,2,Credit Card,312
234836,KH14631,12/10/2020,Home,280,1,Cash,280
234837,KH14631,4/13/2020,Home,420,1,PayPal,420
234838,KH14631,5/22/2022,Books,206,2,Credit Card,412
234839,KH14631,8/14/2022,Electronics,78,4,Crypto,312
234840,KH14631,4/22/2020,Electronics,255,1,PayPal,255
234841,KH14631,10/18/2020,Books,346,2,Credit Card,692
234842,KH14631,4/16/2021,Electronics,447,5,Crypto,2235
234843,KH23083,8/8/2023,Clothing,308,2,PayPal,616
234844,KH23083,3/2/2021,Clothing,20,4,Credit Card,80
234845,KH23083,6/24/2021,Electronics,153,4,PayPal,612
234846,KH23083,10/16/2020,Clothing,324,2,Cash,648
234847,KH23083,4/17/2022,Books,463,5,PayPal,2315
234848,KH11398,7/31/2022,Books,294,2,Credit Card,588
234849,KH11398,3/7/2023,Electronics,203,2,Cash,406
234850,KH8053,6/13/2021,Clothing,47,4,PayPal,188
234851,KH8053,7/30/2021,Electronics,433,1,Credit Card,433
234852,KH8053,9/1/2023,Clothing,116,3,Credit Card,348
234853,KH47349,12/8/2022,Home,123,2,PayPal,246
234854,KH47349,2/25/2023,Electronics,216,5,Credit Card,1080
234855,KH47349,10/11/2021,Books,367,3,PayPal,1101
234856,KH19994,9/9/2022,Clothing,228,3,PayPal,684
234857,KH19994,1/15/2020,Home,45,5,Credit Card,225
234858,KH1303,5/23/2023,Electronics,246,5,PayPal,1230
234859,KH1303,6/4/2020,Clothing,246,5,Crypto,1230
234860,KH1303,9/13/2022,Clothing,89,5,PayPal,445
234861,KH14255,1/6/2020,Electronics,465,1,Credit Card,465
234862,KH14255,11/16/2020,Electronics,292,4,Credit Card,1168
234863,KH14255,7/23/2021,Books,185,1,Credit Card,185
234864,KH14255,4/7/2023,Electronics,100,2,Credit Card,200
234865,KH14255,5/19/2023,Clothing,415,5,Cash,2075
234866,KH14255,7/4/2023,Clothing,174,3,PayPal,522
234867,KH23452,4/13/2020,Home,489,5,Crypto,2445
234868,KH23452,11/11/2021,Books,232,5,Cash,1160
234869,KH23452,8/26/2023,Clothing,379,2,Credit Card,758
234870,KH33010,2/19/2022,Books,415,2,Credit Card,830
234871,KH33010,9/5/2022,Clothing,497,4,Cash,1988
234872,KH33010,8/28/2022,Books,139,4,Credit Card,556
234873,KH33010,7/21/2020,Books,69,5,PayPal,345
234874,KH33010,11/20/2021,Home,383,2,PayPal,766
234875,KH29459,7/14/2022,Books,250,5,Credit Card,1250
234876,KH29459,3/27/2021,Books,209,4,Credit Card,836
234877,KH3356,11/2/2022,Home,166,4,Crypto,664
234878,KH3356,8/13/2022,Electronics,77,2,Crypto,154
234879,KH3356,4/8/2023,Clothing,206,3,PayPal,618
234880,KH3356,4/23/2021,Electronics,43,1,Cash,43
234881,KH1867,9/7/2020,Electronics,223,5,Credit Card,1115
234882,KH1867,11/26/2020,Books,486,3,Crypto,1458
234883,KH1867,7/4/2021,Home,402,5,Credit Card,2010
234884,KH1867,9/17/2021,Clothing,257,3,PayPal,771
234885,KH1867,3/25/2020,Clothing,453,4,Cash,1812
234886,KH9353,9/24/2020,Electronics,63,3,Cash,189
234887,KH9353,10/16/2022,Home,12,2,Credit Card,24
234888,KH9353,7/4/2023,Home,145,4,Credit Card,580
234889,KH9353,4/16/2023,Clothing,231,4,PayPal,924
234890,KH9353,9/8/2020,Books,404,4,Credit Card,1616
234891,KH9353,4/8/2020,Clothing,77,5,PayPal,385
234892,KH9353,9/14/2020,Clothing,125,2,Crypto,250
234893,KH9353,8/3/2023,Home,247,2,Cash,494
234894,KH34578,5/17/2021,Home,147,1,Cash,147
234895,KH34578,7/20/2020,Electronics,72,4,Cash,288
234896,KH10117,9/4/2021,Clothing,302,4,PayPal,1208
234897,KH10117,3/24/2022,Books,311,2,Credit Card,622
234898,KH48963,6/18/2022,Books,416,5,Cash,2080
234899,KH16205,7/11/2023,Clothing,196,1,PayPal,196
234900,KH16205,9/4/2020,Electronics,276,2,PayPal,552
234901,KH16205,7/15/2021,Home,481,1,Cash,481
234902,KH16205,6/14/2023,Electronics,95,3,Cash,285
234903,KH20633,12/18/2021,Home,58,2,PayPal,116
234904,KH20633,1/22/2022,Clothing,189,3,Crypto,567
234905,KH20633,3/11/2022,Electronics,124,3,Cash,372
234906,KH43961,4/24/2021,Clothing,119,1,PayPal,119
234907,KH43961,9/13/2023,Books,264,1,PayPal,264
234908,KH43961,7/25/2022,Clothing,416,5,Credit Card,2080
234909,KH43961,10/26/2022,Electronics,207,2,Credit Card,414
234910,KH41822,1/27/2023,Home,169,4,PayPal,676
234911,KH41822,4/18/2023,Clothing,442,4,Credit Card,1768
234912,KH41822,8/11/2023,Books,306,5,Credit Card,1530
234913,KH45836,3/14/2020,Clothing,436,3,Credit Card,1308
234914,KH45836,5/16/2020,Clothing,182,5,Credit Card,910
234915,KH45836,11/5/2020,Electronics,412,2,Crypto,824
234916,KH45836,12/20/2022,Books,385,3,Credit Card,1155
234917,KH45836,9/11/2021,Books,154,3,Credit Card,462
234918,KH24838,1/8/2022,Books,45,5,Crypto,225
234919,KH24838,10/4/2020,Electronics,331,5,Credit Card,1655
234920,KH24838,12/4/2020,Books,230,1,Credit Card,230
234921,KH15232,7/24/2023,Books,288,2,Cash,576
234922,KH15232,6/30/2021,Home,195,2,Credit Card,390
234923,KH15232,2/4/2020,Home,364,2,PayPal,728
234924,KH15232,1/21/2020,Home,469,2,PayPal,938
234925,KH15232,2/13/2022,Electronics,213,2,Credit Card,426
234926,KH18600,4/19/2023,Electronics,82,4,Credit Card,328
234927,KH18600,7/11/2020,Books,342,3,Cash,1026
234928,KH18600,8/4/2023,Electronics,285,2,Credit Card,570
234929,KH18600,10/24/2021,Clothing,77,1,Cash,77
234930,KH18600,7/22/2022,Books,131,4,PayPal,524
234931,KH4309,5/19/2021,Home,326,2,PayPal,652
234932,KH4309,7/29/2022,Clothing,487,5,Cash,2435
234933,KH4309,10/6/2020,Clothing,382,3,Credit Card,1146
234934,KH4309,8/23/2021,Electronics,348,2,Crypto,696
234935,KH4309,2/2/2021,Books,19,5,Credit Card,95
234936,KH19325,3/11/2021,Electronics,67,3,PayPal,201
234937,KH19325,2/22/2023,Books,189,3,Cash,567
234938,KH19325,9/13/2021,Electronics,187,5,Cash,935
234939,KH19325,2/5/2022,Clothing,352,1,Credit Card,352
234940,KH25509,7/5/2021,Clothing,92,1,PayPal,92
234941,KH25509,7/18/2021,Clothing,241,5,Credit Card,1205
234942,KH25509,4/29/2020,Home,205,1,Cash,205
234943,KH25509,9/22/2020,Books,447,5,PayPal,2235
234944,KH45075,4/18/2021,Books,220,1,Credit Card,220
234945,KH45075,3/2/2020,Books,441,4,Credit Card,1764
234946,KH45075,7/30/2022,Clothing,369,4,Credit Card,1476
234947,KH45075,11/29/2022,Home,210,1,PayPal,210
234948,KH45075,10/9/2022,Books,176,2,Crypto,352
234949,KH32969,8/25/2023,Home,217,1,Crypto,217
234950,KH32969,2/22/2022,Home,64,2,Cash,128
234951,KH32969,3/29/2020,Books,351,5,Credit Card,1755
234952,KH32969,5/2/2023,Clothing,69,3,PayPal,207
234953,KH32969,2/18/2020,Electronics,252,2,PayPal,504
234954,KH4956,6/13/2020,Books,178,4,PayPal,712
234955,KH4956,2/28/2020,Clothing,92,3,Cash,276
234956,KH4956,9/12/2022,Home,16,4,PayPal,64
234957,KH4956,2/9/2020,Clothing,201,1,Credit Card,201
234958,KH4956,6/5/2023,Clothing,279,3,Crypto,837
234959,KH4956,4/23/2021,Books,154,2,Credit Card,308
234960,KH44603,5/13/2020,Books,486,3,PayPal,1458
234961,KH44603,1/11/2020,Books,217,5,Credit Card,1085
234962,KH32279,9/15/2022,Electronics,495,4,PayPal,1980
234963,KH32279,12/7/2020,Home,100,4,Cash,400
234964,KH32279,5/7/2022,Clothing,149,2,PayPal,298
234965,KH39241,12/15/2020,Electronics,294,1,Crypto,294
234966,KH39241,5/2/2020,Home,127,2,Crypto,254
234967,KH39241,10/8/2021,Clothing,22,1,PayPal,22
234968,KH39241,10/29/2021,Clothing,35,2,Credit Card,70
234969,KH39241,2/28/2023,Clothing,291,5,Credit Card,1455
234970,KH39241,3/22/2020,Books,240,2,PayPal,480
234971,KH39241,3/22/2022,Electronics,181,2,PayPal,362
234972,KH39241,11/14/2020,Books,10,4,Credit Card,40
234973,KH41845,1/9/2020,Electronics,83,3,Credit Card,249
234974,KH41845,10/21/2020,Books,236,5,PayPal,1180
234975,KH41845,1/28/2022,Home,433,2,Credit Card,866
234976,KH41845,7/24/2020,Clothing,85,5,PayPal,425
234977,KH41845,10/24/2021,Books,50,4,PayPal,200
234978,KH16049,1/2/2021,Books,47,1,Cash,47
234979,KH16049,1/5/2020,Clothing,351,1,Credit Card,351
234980,KH16049,9/17/2021,Clothing,18,4,PayPal,72
234981,KH16049,1/2/2023,Clothing,228,1,Credit Card,228
234982,KH19084,6/17/2022,Home,433,2,PayPal,866
234983,KH19084,7/19/2020,Books,424,1,Credit Card,424
234984,KH19084,12/8/2022,Home,488,1,Credit Card,488
234985,KH29756,7/7/2023,Electronics,366,2,Cash,732
234986,KH29756,11/29/2022,Electronics,62,4,Crypto,248
234987,KH29756,6/29/2023,Electronics,358,5,Cash,1790
234988,KH29756,12/3/2022,Electronics,196,1,PayPal,196
234989,KH7707,3/19/2021,Electronics,354,4,PayPal,1416
234990,KH7707,6/13/2021,Clothing,186,3,Credit Card,558
234991,KH7707,5/18/2021,Electronics,250,3,Cash,750
234992,KH7707,11/15/2020,Clothing,279,2,Crypto,558
234993,KH7707,11/7/2021,Clothing,198,1,Credit Card,198
234994,KH35624,6/10/2021,Home,246,5,Crypto,1230
234995,KH35624,12/3/2021,Clothing,123,4,Cash,492
234996,KH35624,3/26/2020,Home,157,1,Crypto,157
234997,KH35624,11/23/2020,Home,451,5,PayPal,2255
234998,KH38400,6/25/2023,Electronics,496,5,Cash,2480
234999,KH38400,9/21/2022,Clothing,147,5,Credit Card,735
235000,KH19546,3/24/2021,Home,302,4,Credit Card,1208
235001,KH19546,12/17/2020,Home,63,3,PayPal,189
235002,KH19546,9/15/2020,Books,422,3,Cash,1266
235003,KH30758,2/12/2020,Electronics,291,4,PayPal,1164
235004,KH30758,5/6/2023,Clothing,144,4,Credit Card,576
235005,KH17519,12/29/2020,Clothing,455,5,PayPal,2275
235006,KH17519,12/18/2021,Clothing,45,3,Cash,135
235007,KH17519,10/27/2022,Books,156,4,Credit Card,624
235008,KH17519,7/23/2023,Clothing,140,4,PayPal,560
235009,KH17519,2/9/2023,Electronics,141,2,Credit Card,282
235010,KH17519,9/7/2021,Clothing,397,5,Cash,1985
235011,KH17519,5/31/2023,Clothing,137,3,Cash,411
235012,KH17519,5/25/2022,Electronics,249,1,PayPal,249
235013,KH42039,5/24/2022,Home,189,3,Credit Card,567
235014,KH42039,2/13/2022,Clothing,170,1,PayPal,170
235015,KH42039,11/17/2020,Electronics,17,4,PayPal,68
235016,KH42039,4/27/2022,Home,497,1,Cash,497
235017,KH42039,6/26/2020,Clothing,249,2,PayPal,498
235018,KH42039,11/27/2021,Home,81,2,Credit Card,162
235019,KH36315,6/13/2021,Clothing,238,5,PayPal,1190
235020,KH36315,9/14/2023,Clothing,159,3,PayPal,477
235021,KH36315,11/14/2022,Books,183,3,Cash,549
235022,KH36315,6/10/2021,Books,109,3,Crypto,327
235023,KH25005,10/15/2021,Clothing,53,4,Credit Card,212
235024,KH25005,12/14/2021,Electronics,344,1,PayPal,344
235025,KH25005,6/19/2020,Books,23,2,Credit Card,46
235026,KH25005,2/2/2023,Home,137,3,Credit Card,411
235027,KH25005,4/1/2022,Clothing,107,4,Crypto,428
235028,KH25005,6/5/2023,Electronics,20,5,PayPal,100
235029,KH4475,7/9/2023,Electronics,386,4,Credit Card,1544
235030,KH4475,1/29/2022,Home,494,1,Credit Card,494
235031,KH4475,6/1/2023,Clothing,34,1,PayPal,34
235032,KH4475,7/8/2023,Clothing,87,4,Credit Card,348
235033,KH33655,2/11/2023,Clothing,226,4,Credit Card,904
235034,KH33655,5/9/2022,Electronics,438,2,Credit Card,876
235035,KH33655,1/8/2021,Home,458,4,Cash,1832
235036,KH35891,12/3/2020,Clothing,151,1,Cash,151
235037,KH35891,3/3/2023,Books,129,1,PayPal,129
235038,KH35891,7/20/2022,Home,353,3,PayPal,1059
235039,KH10484,9/19/2022,Home,391,2,Credit Card,782
235040,KH10484,3/29/2023,Electronics,154,1,PayPal,154
235041,KH10484,11/13/2021,Home,374,3,PayPal,1122
235042,KH10484,7/20/2021,Home,154,2,Credit Card,308
235043,KH10484,4/3/2023,Books,52,4,Credit Card,208
235044,KH10484,8/11/2020,Books,100,4,Credit Card,400
235045,KH10484,10/27/2021,Books,464,3,Cash,1392
235046,KH10484,6/10/2022,Home,80,2,PayPal,160
235047,KH11982,5/2/2020,Electronics,287,4,PayPal,1148
235048,KH11982,10/20/2022,Books,436,5,PayPal,2180
235049,KH18981,11/19/2020,Clothing,253,1,PayPal,253
235050,KH18981,12/20/2020,Clothing,442,3,Cash,1326
235051,KH18981,3/9/2020,Electronics,307,3,Credit Card,921
235052,KH43352,2/25/2021,Books,326,2,Cash,652
