stt,customer_id,totalspent,frequency,lastpurchasedate,recency,customer_labels
30441,KH39465,4020,6,6/26/2023,80,Regular Customers
30442,KH49768,708,3,7/30/2022,412,Lapsed Customers
30443,KH34387,1679,2,1/5/2022,618,Lapsed Customers
30444,KH9270,168,1,1/8/2021,979,Lapsed Customers
30445,KH28845,2943,5,8/4/2022,406,Regular Customers
30446,KH15150,1953,2,4/27/2022,506,Lapsed Customers
30447,KH46769,3253,4,7/12/2023,65,Regular Customers
30448,KH14611,3316,5,8/1/2023,44,Regular Customers
30449,KH21038,1449,4,5/14/2022,488,Lapsed Customers
30450,KH45083,7137,6,8/15/2023,31,VIP Customers
30451,KH31624,4150,5,7/25/2023,52,Regular Customers
30452,KH26416,300,2,11/19/2021,664,Lapsed Customers
30453,KH37421,5990,7,5/16/2023,121,VIP Customers
30454,KH24437,7186,9,3/17/2023,182,VIP Customers
30455,KH43068,2462,6,5/14/2023,124,Regular Customers
30456,KH12542,4267,5,4/26/2023,141,Regular Customers
30457,KH3737,2508,5,5/28/2023,110,Regular Customers
30458,KH35716,3913,5,7/12/2023,64,Regular Customers
30459,KH18332,5287,7,4/17/2023,151,VIP Customers
30460,KH15284,4867,6,6/11/2023,95,VIP Customers
30461,KH33446,3846,6,9/10/2023,5,Regular Customers
30462,KH38222,3311,4,5/31/2023,106,Regular Customers
30463,KH867,3323,5,6/3/2023,103,Regular Customers
30464,KH44687,3231,4,9/20/2022,359,Regular Customers
30465,KH47423,2846,5,8/21/2023,25,Regular Customers
30466,KH27286,2791,5,2/6/2023,220,Regular Customers
30467,KH29852,4470,4,2/17/2023,210,Regular Customers
30468,KH15980,379,2,6/20/2023,87,Regular Customers
30469,KH43369,2752,5,9/1/2023,13,Regular Customers
30470,KH15498,2092,6,8/27/2021,749,Lapsed Customers
30471,KH24616,6145,4,4/26/2023,141,Regular Customers
30472,KH26303,3841,4,12/4/2022,284,Regular Customers
30473,KH27853,6970,6,2/6/2022,585,VIP Customers
30474,KH30115,1665,2,7/30/2020,1142,Lapsed Customers
30475,KH31871,8602,7,3/29/2023,170,VIP Customers
30476,KH40733,92,1,5/9/2023,129,Regular Customers
30477,KH17339,3148,4,5/19/2021,849,Lapsed Customers
30478,KH43310,5032,5,7/9/2023,68,Regular Customers
30479,KH38425,5126,4,8/17/2022,394,Regular Customers
30480,KH36471,1809,4,12/23/2022,265,Regular Customers
30481,KH7222,7483,7,8/26/2023,20,VIP Customers
30482,KH42546,2729,6,2/9/2022,583,Lapsed Customers
30483,KH38011,5745,6,8/11/2023,34,VIP Customers
30484,KH37722,798,2,8/8/2020,1133,Lapsed Customers
30485,KH2812,6530,6,5/25/2023,113,VIP Customers
30486,KH35667,4165,5,5/28/2023,109,Regular Customers
30487,KH49428,574,2,5/5/2023,132,Regular Customers
30488,KH40656,2828,6,1/28/2023,230,Regular Customers
30489,KH24615,5944,6,8/22/2022,388,VIP Customers
30490,KH45300,7915,7,5/8/2023,129,VIP Customers
30491,KH17748,1774,6,5/17/2023,120,Regular Customers
30492,KH7549,5727,7,8/28/2023,17,VIP Customers
30493,KH30072,4205,5,3/1/2023,198,Regular Customers
30494,KH13830,4715,6,5/3/2022,499,Lapsed Customers
30495,KH34116,3379,4,5/11/2023,127,Regular Customers
30496,KH27974,2852,4,7/14/2022,428,Regular Customers
30497,KH40773,3976,4,8/4/2022,407,Regular Customers
30498,KH48447,506,1,7/5/2022,436,Lapsed Customers
30499,KH42150,1225,3,2/9/2023,218,Regular Customers
30500,KH27951,4814,8,6/21/2023,86,VIP Customers
30501,KH34723,3374,3,9/4/2023,10,Regular Customers
30502,KH40376,3895,2,6/13/2022,458,Lapsed Customers
30503,KH42833,3111,6,7/22/2021,784,Lapsed Customers
30504,KH3189,4376,5,8/2/2023,44,Regular Customers
30505,KH24568,5520,6,9/13/2023,2,VIP Customers
30506,KH22956,3853,5,7/29/2022,412,Regular Customers
30507,KH4672,3273,7,8/4/2023,42,Regular Customers
30508,KH46261,2473,4,9/1/2023,13,Regular Customers
30509,KH7870,2697,4,11/6/2021,678,Lapsed Customers
30510,KH4052,6123,6,11/14/2022,304,VIP Customers
30511,KH11726,2803,4,9/20/2022,360,Regular Customers
30512,KH10292,5811,5,2/23/2022,568,Lapsed Customers
30513,KH12807,4503,4,7/5/2023,72,Regular Customers
30514,KH46866,4216,3,8/17/2023,29,Regular Customers
30515,KH16641,3983,5,8/31/2022,380,Regular Customers
30516,KH9836,254,1,10/10/2021,704,Lapsed Customers
30517,KH5228,660,2,4/7/2023,161,Regular Customers
30518,KH38900,2769,5,2/23/2022,568,Lapsed Customers
30519,KH43877,6542,7,9/14/2023,1,VIP Customers
30520,KH19128,7804,9,8/26/2023,19,VIP Customers
30521,KH32865,5623,6,10/10/2022,339,VIP Customers
30522,KH34285,1696,4,8/8/2023,38,Regular Customers
30523,KH18566,4381,7,5/23/2022,479,VIP Customers
30524,KH49011,4258,7,9/30/2021,715,Lapsed Customers
30525,KH30510,3834,4,7/24/2023,53,Regular Customers
30526,KH22958,6876,7,4/1/2023,167,VIP Customers
30527,KH5828,3236,6,9/13/2023,2,Regular Customers
30528,KH746,5299,6,4/16/2023,151,VIP Customers
30529,KH41719,2629,4,8/9/2023,37,Regular Customers
30530,KH4444,2780,6,4/29/2023,139,Regular Customers
30531,KH35693,1732,4,9/3/2023,11,Regular Customers
30532,KH34961,9778,10,8/2/2023,44,VIP Customers
30533,KH9152,5116,5,4/2/2023,166,Regular Customers
30534,KH10339,6015,6,3/3/2023,196,VIP Customers
30535,KH41737,2265,4,4/29/2023,138,Regular Customers
30536,KH35032,6064,7,6/11/2023,96,VIP Customers
30537,KH32847,2623,5,9/11/2022,368,Regular Customers
30538,KH44010,1974,3,7/8/2023,68,Regular Customers
30539,KH33819,4961,7,6/17/2023,89,VIP Customers
30540,KH24660,5592,7,12/30/2022,259,VIP Customers
30541,KH17202,1456,4,4/8/2023,159,Regular Customers
30542,KH1891,4648,7,1/23/2023,235,VIP Customers
30543,KH32795,3076,6,6/25/2023,82,Regular Customers
30544,KH14673,3490,3,3/30/2023,169,Regular Customers
30545,KH5887,314,1,5/30/2022,473,Lapsed Customers
30546,KH35238,3371,6,11/8/2022,311,Regular Customers
30547,KH47043,2903,6,8/24/2023,21,Regular Customers
30548,KH8067,3172,6,1/22/2023,236,Regular Customers
30549,KH38454,6382,7,8/21/2023,25,VIP Customers
30550,KH19519,5537,8,9/10/2023,4,VIP Customers
30551,KH27456,206,1,8/7/2022,403,Lapsed Customers
30552,KH1688,1674,4,11/29/2022,290,Regular Customers
30553,KH28645,1204,2,11/19/2021,664,Lapsed Customers
30554,KH12338,3512,5,7/7/2023,69,Regular Customers
30555,KH47875,2808,5,7/12/2021,795,Lapsed Customers
30556,KH14791,1138,3,2/6/2023,221,Regular Customers
30557,KH13956,1980,2,6/10/2022,462,Lapsed Customers
30558,KH21275,826,1,9/5/2021,739,Lapsed Customers
30559,KH9413,2002,4,7/2/2023,74,Regular Customers
30560,KH34299,1307,5,7/12/2023,64,Regular Customers
30561,KH8273,2318,3,5/23/2023,114,Regular Customers
30562,KH23284,3262,4,11/9/2022,310,Regular Customers
30563,KH37690,3192,3,9/3/2023,11,Regular Customers
30564,KH47680,3996,7,9/1/2023,14,VIP Customers
30565,KH22739,8402,7,2/12/2023,214,VIP Customers
30566,KH29249,1744,2,8/16/2023,30,Regular Customers
30567,KH9179,2613,3,10/28/2022,321,Regular Customers
30568,KH6308,4410,4,10/29/2021,686,Lapsed Customers
30569,KH27295,4381,6,8/6/2023,39,VIP Customers
30570,KH25444,1874,3,4/16/2021,881,Lapsed Customers
30571,KH35060,3614,5,4/18/2023,149,Regular Customers
30572,KH3558,5128,6,8/27/2023,19,VIP Customers
30573,KH47111,4482,8,1/5/2023,253,VIP Customers
30574,KH27406,4785,6,9/14/2023,1,VIP Customers
30575,KH31219,137,1,6/30/2023,76,Regular Customers
30576,KH21759,7218,7,1/29/2023,228,VIP Customers
30577,KH17937,1370,1,12/12/2020,1006,Lapsed Customers
30578,KH11759,4294,5,5/3/2023,135,Regular Customers
30579,KH894,1277,4,12/9/2022,279,Regular Customers
30580,KH16552,2678,3,5/24/2023,113,Regular Customers
30581,KH33098,4793,5,11/17/2022,301,Regular Customers
30582,KH32704,4130,6,8/21/2023,25,Regular Customers
30583,KH45064,5430,5,4/7/2023,161,VIP Customers
30584,KH1115,5404,7,1/24/2023,233,VIP Customers
30585,KH20797,2659,4,9/9/2023,5,Regular Customers
30586,KH7367,2195,2,11/26/2020,1023,Lapsed Customers
30587,KH49309,2556,2,5/4/2023,133,Regular Customers
30588,KH19391,4492,5,12/30/2021,623,Lapsed Customers
30589,KH41096,2293,3,9/21/2021,723,Lapsed Customers
30590,KH27365,2836,6,5/2/2023,135,Regular Customers
30591,KH40879,3174,4,12/9/2022,280,Regular Customers
30592,KH23762,1472,3,3/29/2021,900,Lapsed Customers
30593,KH31623,4956,6,5/2/2022,501,VIP Customers
30594,KH48452,5168,6,3/29/2022,534,Lapsed Customers
30595,KH48058,6236,7,8/19/2023,26,VIP Customers
30596,KH44451,2927,4,1/16/2023,241,Regular Customers
30597,KH3627,6241,8,7/20/2023,56,VIP Customers
30598,KH48119,3109,4,9/5/2023,10,Regular Customers
30599,KH20712,2264,5,6/20/2022,452,Lapsed Customers
30600,KH26451,2048,3,11/17/2022,302,Regular Customers
30601,KH23594,2717,3,3/28/2022,536,Lapsed Customers
30602,KH10357,5142,5,7/30/2022,412,Regular Customers
30603,KH4722,10608,8,8/24/2022,386,VIP Customers
30604,KH18079,12268,12,5/24/2023,114,VIP Customers
30605,KH14970,3360,2,8/7/2022,404,Lapsed Customers
30606,KH11265,7972,10,8/13/2023,33,VIP Customers
30607,KH29988,1686,5,7/22/2023,54,Regular Customers
30608,KH18139,1728,4,1/8/2023,249,Regular Customers
30609,KH32528,2947,3,1/9/2023,249,Regular Customers
30610,KH18036,1836,3,7/28/2022,414,Lapsed Customers
30611,KH21151,5936,7,9/15/2023,0,VIP Customers
30612,KH47945,4749,6,7/2/2023,75,VIP Customers
30613,KH46402,3231,5,9/12/2023,2,Regular Customers
30614,KH43820,4081,4,12/29/2022,259,Regular Customers
30615,KH7598,2902,5,5/6/2023,131,Regular Customers
30616,KH8623,2030,4,3/9/2023,189,Regular Customers
30617,KH40511,5188,6,8/14/2022,397,VIP Customers
30618,KH9630,1201,4,8/30/2023,15,Regular Customers
30619,KH8276,1653,3,8/13/2022,398,Lapsed Customers
30620,KH44909,4575,5,4/18/2022,515,Lapsed Customers
30621,KH31983,2931,4,9/6/2023,9,Regular Customers
30622,KH10870,3853,3,2/8/2023,219,Regular Customers
30623,KH18466,2990,5,9/11/2023,4,Regular Customers
30624,KH6937,2950,5,4/19/2023,149,Regular Customers
30625,KH3902,5978,8,9/12/2023,3,VIP Customers
30626,KH40504,12049,11,6/25/2022,446,VIP Customers
30627,KH1957,7293,6,3/18/2023,181,VIP Customers
30628,KH23304,6001,7,1/24/2023,234,VIP Customers
30629,KH27941,4944,7,7/30/2022,412,VIP Customers
30630,KH31683,4129,6,3/16/2023,182,Regular Customers
30631,KH22648,2815,6,7/5/2023,71,Regular Customers
30632,KH4403,4949,6,7/23/2022,418,VIP Customers
30633,KH24461,6336,7,12/26/2022,262,VIP Customers
30634,KH26074,2737,4,2/18/2023,209,Regular Customers
30635,KH28606,3441,7,3/15/2023,184,Regular Customers
30636,KH46328,3330,4,8/26/2023,20,Regular Customers
30637,KH21774,4413,8,4/21/2023,146,VIP Customers
30638,KH9017,3319,4,8/18/2023,27,Regular Customers
30639,KH18969,1946,2,9/15/2022,364,Regular Customers
30640,KH24581,3662,6,8/14/2023,31,Regular Customers
30641,KH48847,7429,8,6/17/2023,89,VIP Customers
30642,KH44275,2413,4,7/15/2023,62,Regular Customers
30643,KH30889,6966,8,7/25/2023,51,VIP Customers
30644,KH28967,1815,3,5/4/2023,134,Regular Customers
30645,KH23799,2236,2,6/12/2021,825,Lapsed Customers
30646,KH8299,2463,4,12/12/2021,642,Lapsed Customers
30647,KH36572,1190,3,8/25/2022,385,Regular Customers
30648,KH40113,3014,3,2/15/2022,577,Lapsed Customers
30649,KH46924,3575,4,1/16/2023,241,Regular Customers
30650,KH3156,2807,3,12/1/2022,287,Regular Customers
30651,KH2816,1594,3,4/9/2022,523,Lapsed Customers
30652,KH45861,1365,4,5/17/2023,120,Regular Customers
30653,KH38474,1960,2,3/3/2023,196,Regular Customers
30654,KH15875,5196,6,6/20/2023,86,VIP Customers
30655,KH14457,2912,2,5/29/2023,109,Regular Customers
30656,KH3200,2896,3,6/25/2023,81,Regular Customers
30657,KH5499,1954,4,10/27/2022,322,Regular Customers
30658,KH21666,3761,4,8/20/2023,25,Regular Customers
30659,KH36808,5006,4,4/15/2023,153,Regular Customers
30660,KH28709,3902,4,7/3/2022,438,Regular Customers
30661,KH587,4597,7,9/9/2023,6,VIP Customers
30662,KH1754,2525,4,1/21/2023,237,Regular Customers
30663,KH45151,1553,4,5/11/2023,127,Regular Customers
30664,KH46345,2948,5,12/25/2021,629,Lapsed Customers
30665,KH27723,5772,5,5/5/2023,132,VIP Customers
30666,KH38209,3230,6,2/28/2022,564,Lapsed Customers
30667,KH35802,3577,4,4/13/2021,885,Lapsed Customers
30668,KH25649,3033,6,7/16/2023,60,Regular Customers
30669,KH31915,2672,3,7/26/2023,51,Regular Customers
30670,KH49658,5322,6,6/26/2023,80,VIP Customers
30671,KH35005,2933,6,9/9/2023,5,Regular Customers
30672,KH33858,2642,6,5/25/2023,113,Regular Customers
30673,KH40595,3172,3,6/24/2023,82,Regular Customers
30674,KH19058,4455,6,3/8/2023,191,Regular Customers
30675,KH41563,2012,4,8/27/2023,19,Regular Customers
30676,KH49179,2736,5,1/28/2023,229,Regular Customers
30677,KH14804,5566,8,9/11/2023,4,VIP Customers
30678,KH29378,2201,4,5/30/2023,108,Regular Customers
30679,KH30280,1853,4,11/5/2021,679,Lapsed Customers
30680,KH16637,2362,4,8/24/2023,21,Regular Customers
30681,KH16988,5330,7,12/14/2022,274,VIP Customers
30682,KH25894,4974,6,12/8/2022,281,VIP Customers
30683,KH23369,942,3,10/23/2021,692,Lapsed Customers
30684,KH46659,3158,7,2/13/2023,214,Regular Customers
30685,KH26187,2914,5,3/23/2023,176,Regular Customers
30686,KH48655,2868,3,6/6/2022,466,Lapsed Customers
30687,KH6155,1876,4,3/9/2023,190,Regular Customers
30688,KH19557,71,2,9/17/2022,363,Lapsed Customers
30689,KH13567,6156,6,10/25/2022,325,VIP Customers
30690,KH44984,5103,5,10/7/2022,342,Regular Customers
30691,KH25802,3547,3,5/15/2023,123,Regular Customers
30692,KH21899,2104,4,1/6/2023,251,Regular Customers
30693,KH49260,3484,3,8/24/2023,22,Regular Customers
30694,KH44686,2782,3,3/3/2022,561,Lapsed Customers
30695,KH12972,1511,5,8/5/2023,41,Regular Customers
30696,KH10806,1078,5,8/27/2022,384,Regular Customers
30697,KH27766,3043,3,7/29/2023,47,Regular Customers
30698,KH19908,2185,4,8/29/2023,17,Regular Customers
30699,KH37812,2806,4,3/3/2022,560,Lapsed Customers
30700,KH11091,5990,6,9/2/2023,13,VIP Customers
30701,KH34118,6353,7,9/20/2022,360,VIP Customers
30702,KH22985,4578,5,8/2/2023,44,Regular Customers
30703,KH6388,2742,2,1/6/2023,251,Regular Customers
30704,KH36403,3784,4,7/24/2022,418,Regular Customers
30705,KH47671,1889,2,4/4/2020,1259,Lapsed Customers
30706,KH12369,6523,8,7/24/2023,52,VIP Customers
30707,KH17203,4668,7,5/15/2023,123,VIP Customers
30708,KH44403,5463,5,8/29/2022,381,Regular Customers
30709,KH6245,5978,10,4/27/2023,140,VIP Customers
30710,KH11970,2434,4,6/4/2023,102,Regular Customers
30711,KH15604,2068,4,9/11/2023,4,Regular Customers
30712,KH18339,1777,3,6/15/2023,91,Regular Customers
30713,KH32798,2694,5,8/8/2023,38,Regular Customers
30714,KH19777,3090,5,7/14/2022,427,Regular Customers
30715,KH21805,3363,5,9/11/2022,369,Regular Customers
30716,KH33347,3777,6,2/17/2023,209,Regular Customers
30717,KH18930,3288,5,9/21/2022,358,Regular Customers
30718,KH12892,6169,6,4/21/2023,147,VIP Customers
30719,KH9109,2091,7,5/20/2023,118,Regular Customers
30720,KH4786,6062,6,12/20/2022,268,VIP Customers
30721,KH19798,1932,4,8/8/2022,403,Regular Customers
30722,KH21399,3113,4,5/3/2023,135,Regular Customers
30723,KH39691,2058,5,3/1/2023,198,Regular Customers
30724,KH36780,3364,4,10/2/2022,347,Regular Customers
30725,KH39870,4705,4,11/9/2022,310,Regular Customers
30726,KH16181,4939,5,8/18/2023,28,Regular Customers
30727,KH34276,2878,4,9/2/2023,13,Regular Customers
30728,KH27858,5486,7,8/1/2023,44,VIP Customers
30729,KH19176,4376,5,1/12/2023,245,Regular Customers
30730,KH11555,5194,7,3/24/2023,175,VIP Customers
30731,KH10886,3544,4,6/3/2023,103,Regular Customers
30732,KH5221,2694,3,11/1/2022,317,Regular Customers
30733,KH11612,630,2,8/27/2022,384,Lapsed Customers
30734,KH2528,3210,7,9/2/2022,378,Regular Customers
30735,KH32182,6420,9,6/29/2023,78,VIP Customers
30736,KH21363,2231,3,11/29/2022,289,Regular Customers
30737,KH37612,4586,6,6/16/2023,90,VIP Customers
30738,KH34693,1297,2,12/10/2022,278,Regular Customers
30739,KH11341,958,2,9/18/2022,361,Regular Customers
30740,KH26761,4851,5,9/11/2022,368,Regular Customers
30741,KH23503,2625,5,3/15/2023,183,Regular Customers
30742,KH31019,5873,6,10/13/2022,337,VIP Customers
30743,KH24964,4662,6,3/5/2023,194,VIP Customers
30744,KH44598,2489,3,9/10/2023,5,Regular Customers
30745,KH6677,3111,6,12/27/2022,261,Regular Customers
30746,KH24788,1661,6,11/16/2022,302,Regular Customers
30747,KH19347,6713,7,1/20/2023,238,VIP Customers
30748,KH31459,8656,12,9/10/2023,5,VIP Customers
30749,KH8650,5023,4,1/27/2023,231,Regular Customers
30750,KH1950,4464,6,9/12/2023,2,VIP Customers
30751,KH7764,2490,5,9/25/2022,354,Regular Customers
30752,KH17920,3348,6,5/1/2023,136,Regular Customers
30753,KH8732,2166,5,8/24/2023,21,Regular Customers
30754,KH14853,2745,4,10/2/2021,713,Lapsed Customers
30755,KH15016,8157,5,5/31/2023,107,VIP Customers
30756,KH42776,3576,4,9/6/2023,9,Regular Customers
30757,KH3445,4871,5,3/28/2022,536,Lapsed Customers
30758,KH9526,2844,3,2/24/2023,203,Regular Customers
30759,KH31475,6323,8,8/29/2023,16,VIP Customers
30760,KH42762,7503,7,2/27/2023,199,VIP Customers
30761,KH10365,3956,6,9/2/2023,13,Regular Customers
30762,KH26959,1803,2,11/27/2020,1021,Lapsed Customers
30763,KH27739,11786,7,2/24/2023,203,VIP Customers
30764,KH39668,4191,4,2/11/2022,580,Lapsed Customers
30765,KH12554,646,4,8/13/2023,33,Regular Customers
30766,KH23675,6579,6,9/8/2022,371,VIP Customers
30767,KH23398,4215,5,2/17/2023,210,Regular Customers
30768,KH25710,3363,4,4/14/2023,154,Regular Customers
30769,KH37702,3516,4,8/26/2020,1114,Lapsed Customers
30770,KH35688,5541,7,7/31/2023,46,VIP Customers
30771,KH14088,4071,7,8/15/2023,31,VIP Customers
30772,KH30519,2081,5,1/1/2023,257,Regular Customers
30773,KH49970,8180,7,8/21/2023,25,VIP Customers
30774,KH3585,7917,6,9/11/2023,3,VIP Customers
30775,KH9521,5664,5,4/16/2023,152,VIP Customers
30776,KH17479,2825,6,1/8/2023,250,Regular Customers
30777,KH39415,2702,6,6/18/2023,89,Regular Customers
30778,KH12914,3854,5,5/28/2023,109,Regular Customers
30779,KH26931,6048,6,11/21/2022,298,VIP Customers
30780,KH31688,5227,4,5/31/2023,107,Regular Customers
30781,KH20858,3476,4,12/28/2022,261,Regular Customers
30782,KH43403,2683,4,9/22/2021,722,Lapsed Customers
30783,KH24796,3104,3,5/11/2023,126,Regular Customers
30784,KH31638,4624,7,5/5/2023,133,VIP Customers
30785,KH20725,6524,7,1/15/2022,608,VIP Customers
30786,KH24345,4913,7,8/24/2023,22,VIP Customers
30787,KH35328,2811,5,12/25/2021,628,Lapsed Customers
30788,KH32611,4683,5,8/3/2023,42,Regular Customers
30789,KH4771,1889,4,10/17/2022,332,Regular Customers
30790,KH20946,1901,3,6/8/2023,99,Regular Customers
30791,KH2287,2057,3,8/23/2022,387,Regular Customers
30792,KH3475,2187,4,9/11/2023,3,Regular Customers
30793,KH11444,3762,4,8/24/2023,22,Regular Customers
30794,KH43613,3971,5,3/4/2023,195,Regular Customers
30795,KH29136,3857,7,8/4/2021,771,Lapsed Customers
30796,KH38739,1787,4,5/14/2023,123,Regular Customers
30797,KH6285,2285,4,3/28/2023,171,Regular Customers
30798,KH25142,7360,7,12/14/2022,275,VIP Customers
30799,KH12993,6514,9,5/12/2023,126,VIP Customers
30800,KH44401,2660,4,9/23/2022,357,Regular Customers
30801,KH83,2205,4,1/18/2023,240,Regular Customers
30802,KH41891,4944,8,8/6/2023,40,VIP Customers
30803,KH10990,4938,5,11/18/2022,300,Regular Customers
30804,KH10992,2745,5,6/7/2023,99,Regular Customers
30805,KH9080,4706,5,8/27/2023,18,Regular Customers
30806,KH34936,3798,5,2/22/2023,204,Regular Customers
30807,KH7909,1241,4,9/4/2023,10,Regular Customers
30808,KH42802,2187,3,11/11/2022,308,Regular Customers
30809,KH47045,5912,6,8/29/2023,17,VIP Customers
30810,KH8607,977,4,4/25/2022,508,Lapsed Customers
30811,KH45286,3642,4,5/3/2022,499,Lapsed Customers
30812,KH3607,2185,3,6/5/2023,102,Regular Customers
30813,KH29705,4842,8,7/30/2023,46,VIP Customers
30814,KH12408,3128,4,5/7/2023,130,Regular Customers
30815,KH31564,4719,9,9/27/2022,352,VIP Customers
30816,KH24922,3743,6,3/28/2023,171,Regular Customers
30817,KH31498,910,2,6/25/2023,81,Regular Customers
30818,KH10628,6116,6,5/30/2023,108,VIP Customers
30819,KH41010,2538,4,8/17/2023,29,Regular Customers
30820,KH23207,2207,3,1/9/2023,248,Regular Customers
30821,KH37520,2846,3,12/9/2022,280,Regular Customers
30822,KH32527,4462,6,2/21/2023,206,Regular Customers
30823,KH25146,4575,5,1/30/2023,227,Regular Customers
30824,KH7356,1845,5,8/21/2023,25,Regular Customers
30825,KH9732,7677,10,8/2/2023,44,VIP Customers
30826,KH10245,5196,9,6/10/2023,97,VIP Customers
30827,KH36434,1886,3,9/27/2022,352,Regular Customers
30828,KH48557,2715,5,8/15/2023,31,Regular Customers
30829,KH2231,1391,3,7/14/2022,428,Lapsed Customers
30830,KH47009,3142,3,5/31/2021,837,Lapsed Customers
30831,KH18077,2054,4,8/12/2023,34,Regular Customers
30832,KH19649,2306,4,7/1/2021,805,Lapsed Customers
30833,KH33802,389,1,2/1/2020,1322,Lapsed Customers
30834,KH17248,1374,5,9/4/2023,11,Regular Customers
30835,KH4973,2487,3,2/4/2022,588,Lapsed Customers
30836,KH22370,4700,7,5/22/2023,115,VIP Customers
30837,KH33963,6151,5,8/13/2023,33,VIP Customers
30838,KH3867,3590,7,9/11/2023,3,VIP Customers
30839,KH14390,4764,5,6/14/2023,92,Regular Customers
30840,KH43017,6605,7,2/17/2023,210,VIP Customers
30841,KH14518,682,3,9/8/2022,372,Regular Customers
30842,KH1638,5368,4,4/29/2023,138,Regular Customers
30843,KH11796,3573,6,4/30/2022,502,Lapsed Customers
30844,KH40032,3302,5,9/4/2023,10,Regular Customers
30845,KH32925,1126,3,7/18/2022,423,Lapsed Customers
30846,KH15026,5168,8,2/26/2023,201,VIP Customers
30847,KH26946,517,3,1/19/2023,238,Regular Customers
30848,KH17090,4367,4,10/8/2022,341,Regular Customers
30849,KH35670,7035,7,2/8/2023,218,VIP Customers
30850,KH22855,216,2,9/27/2022,353,Regular Customers
30851,KH45476,4412,6,5/24/2022,479,Regular Customers
30852,KH25840,1756,5,11/25/2022,293,Regular Customers
30853,KH2071,1852,6,11/17/2021,667,Lapsed Customers
30854,KH42143,1518,3,1/31/2023,227,Regular Customers
30855,KH1938,5917,6,4/20/2023,147,VIP Customers
30856,KH26249,3256,4,7/7/2023,69,Regular Customers
30857,KH1103,672,3,9/18/2021,727,Lapsed Customers
30858,KH37123,4757,7,6/22/2023,84,VIP Customers
30859,KH35177,1434,3,6/29/2023,77,Regular Customers
30860,KH38464,1503,3,6/27/2021,810,Lapsed Customers
30861,KH3423,2280,2,9/16/2021,729,Lapsed Customers
30862,KH21701,2302,3,12/28/2022,261,Regular Customers
30863,KH25419,2099,4,9/8/2023,6,Regular Customers
30864,KH44256,5916,10,7/18/2023,58,VIP Customers
30865,KH4307,6548,10,7/7/2023,69,VIP Customers
30866,KH31798,3226,4,6/30/2023,77,Regular Customers
30867,KH18450,7958,8,9/2/2023,12,VIP Customers
30868,KH35470,3266,4,11/12/2021,671,Lapsed Customers
30869,KH19257,4269,5,9/11/2023,4,Regular Customers
30870,KH40183,5494,9,8/10/2023,36,VIP Customers
30871,KH23075,3955,5,12/26/2022,263,Regular Customers
30872,KH22647,812,1,9/4/2023,10,Regular Customers
30873,KH17943,6698,7,4/28/2023,139,VIP Customers
30874,KH35983,1629,4,4/5/2022,527,Lapsed Customers
30875,KH17899,1866,4,4/3/2023,164,Regular Customers
30876,KH47418,2120,2,8/7/2022,404,Lapsed Customers
30877,KH46344,439,3,3/21/2022,543,Lapsed Customers
30878,KH36074,2314,4,11/27/2022,291,Regular Customers
30879,KH31419,3995,5,1/29/2023,229,Regular Customers
30880,KH28929,3069,5,11/29/2022,290,Regular Customers
30881,KH13395,936,2,8/22/2023,23,Regular Customers
30882,KH46442,1758,4,12/9/2022,279,Regular Customers
30883,KH42852,1698,3,4/11/2023,156,Regular Customers
30884,KH5441,2442,4,11/17/2022,302,Regular Customers
30885,KH19378,3481,4,1/23/2023,234,Regular Customers
30886,KH32025,1419,1,1/6/2023,251,Regular Customers
30887,KH17604,5165,6,6/5/2023,102,VIP Customers
30888,KH29919,3014,6,9/6/2023,8,Regular Customers
30889,KH19562,3997,3,6/1/2023,105,Regular Customers
30890,KH20224,3207,4,4/7/2023,160,Regular Customers
30891,KH38233,4930,6,3/6/2023,192,VIP Customers
30892,KH11764,1228,3,4/30/2023,137,Regular Customers
30893,KH44614,5157,6,3/23/2023,176,VIP Customers
30894,KH42290,4335,5,5/23/2022,480,Lapsed Customers
30895,KH44897,8042,10,11/25/2022,293,VIP Customers
30896,KH20670,9904,12,4/14/2023,154,VIP Customers
30897,KH45763,4791,4,8/3/2023,43,Regular Customers
30898,KH36789,1002,2,12/13/2022,276,Regular Customers
30899,KH6651,2689,3,3/25/2022,538,Lapsed Customers
30900,KH19711,1620,4,8/29/2022,381,Regular Customers
30901,KH41505,3186,3,8/4/2023,41,Regular Customers
30902,KH5638,3325,5,7/31/2023,46,Regular Customers
30903,KH208,2629,5,10/17/2021,698,Lapsed Customers
30904,KH21853,2232,3,11/19/2022,300,Regular Customers
30905,KH21305,2562,6,8/15/2023,31,Regular Customers
30906,KH22608,1085,2,7/10/2023,66,Regular Customers
30907,KH27468,2053,4,7/14/2023,63,Regular Customers
30908,KH30243,1471,5,5/31/2023,107,Regular Customers
30909,KH40932,2688,3,5/21/2023,117,Regular Customers
30910,KH45392,3755,7,11/6/2022,313,VIP Customers
30911,KH1887,9325,8,7/28/2023,48,VIP Customers
30912,KH36278,1743,4,7/25/2023,51,Regular Customers
30913,KH10562,1935,2,7/7/2021,799,Lapsed Customers
30914,KH28004,5743,8,3/12/2023,186,VIP Customers
30915,KH24553,2316,3,5/6/2023,132,Regular Customers
30916,KH9745,305,1,11/11/2022,308,Regular Customers
